GEOID,route_id,n_stops,best_headway_min,total_trips,route_short_name,route_long_name,route_type
12086006302,30415,11,13.846153846153847,130,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086006302,30419,7,15.0,79,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086006303,28827,6,18.0,60,MIAHAVA,City of Miami - Little Havana Route,3
12086006303,30401,8,16.363636363636363,82,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006303,30415,10,13.846153846153847,120,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086006304,28827,5,18.0,50,MIAHAVA,City of Miami - Little Havana Route,3
12086006304,30401,5,16.363636363636363,52,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006304,30419,6,16.363636363636363,64,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086006401,28827,5,18.0,50,MIAHAVA,City of Miami - Little Havana Route,3
12086006401,30401,9,16.363636363636363,97,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006401,30411,10,30.0,60,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086006401,30415,10,13.846153846153847,120,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086006401,30453,3,16.363636363636363,33,207,LITTLE HAVANA CONNECTION,3
12086006401,30454,3,18.0,30,208,LITTLE HAVANA CONNECTION,3
12086006402,28827,5,18.0,49,MIAHAVA,City of Miami - Little Havana Route,3
12086006402,30401,6,16.363636363636363,66,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006402,30408,9,22.5,60,17,163 ST TERM-VIZ VIA 17 AV,3
12086006402,30411,10,30.0,60,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086006402,30453,3,16.363636363636363,33,207,LITTLE HAVANA CONNECTION,3
12086006402,30454,3,18.0,30,208,LITTLE HAVANA CONNECTION,3
12086006403,28827,5,20.0,45,MIAHAVA,City of Miami - Little Havana Route,3
12086006403,30401,9,16.363636363636363,95,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006403,30404,8,30.0,44,12,NORTHSIDE - MERCY HOSP.,3
12086006403,30408,9,22.5,60,17,163 ST TERM-VIZ VIA 17 AV,3
12086006403,30453,4,15.0,46,207,LITTLE HAVANA CONNECTION,3
12086006403,30454,5,18.0,50,208,LITTLE HAVANA CONNECTION,3
12086006501,23906,8,22.5,56,MIACOR,City of Miami - Coral Way Route,3
12086006501,30411,13,30.0,78,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086006501,30412,4,20.0,29,24,CORAL WAY LIMITED,3
12086006501,30415,9,13.846153846153847,106,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086006503,23906,9,22.5,64,MIACOR,City of Miami - Coral Way Route,3
12086006503,30408,6,22.5,42,17,163 ST TERM-VIZ VIA 17 AV,3
12086006503,30411,13,30.0,78,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086006503,30412,4,20.0,30,24,CORAL WAY LIMITED,3
12086006504,23906,5,22.5,34,MIACOR,City of Miami - Coral Way Route,3
12086006504,30404,8,30.0,48,12,NORTHSIDE - MERCY HOSP.,3
12086006504,30408,12,22.5,81,17,163 ST TERM-VIZ VIA 17 AV,3
12086006504,30412,4,20.0,30,24,CORAL WAY LIMITED,3
12086006603,14456,2,5.0,72,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006603,23904,2,10.588235294117647,27,MIABIS,City of Miami - Biscayne Route,3
12086006603,23905,3,15.0,33,MIABRK,City of Miami - Brickell Route,3
12086006603,23906,4,12.857142857142858,35,MIACOR,City of Miami - Coral Way Route,3
12086006603,28827,7,9.473684210526315,76,MIAHAVA,City of Miami - Little Havana Route,3
12086006603,30401,3,7.826086956521739,45,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006603,30412,5,20.0,36,24,CORAL WAY LIMITED,3
12086006603,30414,5,10.0,74,26,BRICKELL STATION-KEY BISCAYNE,3
12086006603,30453,2,8.571428571428571,33,207,LITTLE HAVANA CONNECTION,3
12086006603,30454,2,8.571428571428571,30,208,LITTLE HAVANA CONNECTION,3
12086006603,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086006604,23906,4,25.714285714285715,28,MIACOR,City of Miami - Coral Way Route,3
12086006604,28827,6,18.0,57,MIAHAVA,City of Miami - Little Havana Route,3
12086006604,30401,2,15.0,22,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006604,30412,3,20.0,21,24,CORAL WAY LIMITED,3
12086006604,30414,2,12.857142857142858,28,26,BRICKELL STATION-KEY BISCAYNE,3
12086006604,30453,1,15.0,12,207,LITTLE HAVANA CONNECTION,3
12086006604,30454,1,20.0,9,208,LITTLE HAVANA CONNECTION,3
12086006605,23906,2,25.714285714285715,14,MIACOR,City of Miami - Coral Way Route,3
12086006605,28827,6,18.0,58,MIAHAVA,City of Miami - Little Havana Route,3
12086006605,30401,4,15.0,44,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006605,30453,3,15.0,36,207,LITTLE HAVANA CONNECTION,3
12086006605,30454,1,20.0,9,208,LITTLE HAVANA CONNECTION,3
12086006606,28827,3,18.0,28,MIAHAVA,City of Miami - Little Havana Route,3
12086006606,30401,5,16.363636363636363,54,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006606,30453,4,15.0,48,207,LITTLE HAVANA CONNECTION,3
12086006606,30454,1,20.0,9,208,LITTLE HAVANA CONNECTION,3
12086006607,28827,6,20.0,54,MIAHAVA,City of Miami - Little Havana Route,3
12086006607,30401,9,16.363636363636363,94,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006607,30404,5,30.0,27,12,NORTHSIDE - MERCY HOSP.,3
12086006607,30453,4,15.0,48,207,LITTLE HAVANA CONNECTION,3
12086006607,30454,5,18.0,49,208,LITTLE HAVANA CONNECTION,3
12086006608,23906,15,25.714285714285715,104,MIACOR,City of Miami - Coral Way Route,3
12086006608,30404,14,30.0,82,12,NORTHSIDE - MERCY HOSP.,3
12086006608,30408,2,22.5,13,17,163 ST TERM-VIZ VIA 17 AV,3
12086006608,30412,4,20.0,29,24,CORAL WAY LIMITED,3
12086006705,23904,1,18.0,10,MIABIS,City of Miami - Biscayne Route,3
12086006705,23905,9,15.0,91,MIABRK,City of Miami - Brickell Route,3
12086006705,30414,8,10.0,128,26,BRICKELL STATION-KEY BISCAYNE,3
12086006706,23905,7,16.363636363636363,72,MIABRK,City of Miami - Brickell Route,3
12086006706,30404,1,30.0,6,12,NORTHSIDE - MERCY HOSP.,3
12086006706,30414,10,10.0,161,26,BRICKELL STATION-KEY BISCAYNE,3
12086006707,23905,1,8.571428571428571,21,MIABRK,City of Miami - Brickell Route,3
12086006709,23904,6,18.0,54,MIABIS,City of Miami - Biscayne Route,3
12086006709,23905,2,15.0,21,MIABRK,City of Miami - Brickell Route,3
12086006713,14456,2,5.0,72,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006713,23904,2,18.0,20,MIABIS,City of Miami - Biscayne Route,3
12086006713,23905,4,8.571428571428571,54,MIABRK,City of Miami - Brickell Route,3
12086006713,30414,3,10.0,50,26,BRICKELL STATION-KEY BISCAYNE,3
12086006714,14456,2,5.0,72,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006714,23904,1,18.0,10,MIABIS,City of Miami - Biscayne Route,3
12086006714,23905,5,15.0,53,MIABRK,City of Miami - Brickell Route,3
12086006714,30414,5,10.0,82,26,BRICKELL STATION-KEY BISCAYNE,3
12086006715,23904,1,18.0,10,MIABIS,City of Miami - Biscayne Route,3
12086006715,23905,15,15.0,154,MIABRK,City of Miami - Brickell Route,3
12086006715,23906,16,13.846153846153847,117,MIACOR,City of Miami - Coral Way Route,3
12086006715,30404,14,15.0,90,12,NORTHSIDE - MERCY HOSP.,3
12086006715,30408,5,15.0,38,17,163 ST TERM-VIZ VIA 17 AV,3
12086006715,30412,9,12.0,74,24,CORAL WAY LIMITED,3
12086006715,30414,13,10.0,206,26,BRICKELL STATION-KEY BISCAYNE,3
12086006715,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086006716,14456,4,5.0,144,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006716,23904,3,18.0,30,MIABIS,City of Miami - Biscayne Route,3
12086006716,23905,7,15.0,74,MIABRK,City of Miami - Brickell Route,3
12086006716,30414,7,10.0,110,26,BRICKELL STATION-KEY BISCAYNE,3
12086006717,14456,6,5.0,216,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006717,23904,2,10.588235294117647,27,MIABIS,City of Miami - Biscayne Route,3
12086006717,23905,5,8.571428571428571,66,MIABRK,City of Miami - Brickell Route,3
12086006717,23906,1,12.857142857142858,14,MIACOR,City of Miami - Coral Way Route,3
12086006717,28827,1,9.473684210526315,19,MIAHAVA,City of Miami - Little Havana Route,3
12086006717,30401,1,7.826086956521739,23,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006717,30412,2,20.0,15,24,CORAL WAY LIMITED,3
12086006717,30414,5,10.0,78,26,BRICKELL STATION-KEY BISCAYNE,3
12086006717,30453,1,8.571428571428571,21,207,LITTLE HAVANA CONNECTION,3
12086006717,30454,1,8.571428571428571,21,208,LITTLE HAVANA CONNECTION,3
12086006717,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086006718,14456,6,5.0,216,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006718,23904,7,18.0,66,MIABIS,City of Miami - Biscayne Route,3
12086006718,23905,8,8.571428571428571,105,MIABRK,City of Miami - Brickell Route,3
12086006718,30414,2,10.0,32,26,BRICKELL STATION-KEY BISCAYNE,3
12086006719,14456,6,5.0,216,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006719,23904,2,10.588235294117647,25,MIABIS,City of Miami - Biscayne Route,3
12086006719,23905,4,8.571428571428571,51,MIABRK,City of Miami - Brickell Route,3
12086006719,23906,1,12.857142857142858,14,MIACOR,City of Miami - Coral Way Route,3
12086006719,28827,1,9.473684210526315,19,MIAHAVA,City of Miami - Little Havana Route,3
12086006719,30401,1,7.826086956521739,23,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086006719,30412,2,20.0,15,24,CORAL WAY LIMITED,3
12086006719,30414,2,10.0,32,26,BRICKELL STATION-KEY BISCAYNE,3
12086006719,30453,1,8.571428571428571,21,207,LITTLE HAVANA CONNECTION,3
12086006719,30454,1,8.571428571428571,21,208,LITTLE HAVANA CONNECTION,3
12086006719,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086006720,14456,6,5.0,216,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006720,23904,7,18.0,62,MIABIS,City of Miami - Biscayne Route,3
12086006720,23905,3,15.0,30,MIABRK,City of Miami - Brickell Route,3
12086006721,14456,2,5.0,72,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086006721,23904,5,18.0,48,MIABIS,City of Miami - Biscayne Route,3
12086006721,23905,4,8.571428571428571,51,MIABRK,City of Miami - Brickell Route,3
12086006722,23904,3,18.0,30,MIABIS,City of Miami - Biscayne Route,3
12086006722,23905,3,8.571428571428571,42,MIABRK,City of Miami - Brickell Route,3
12086006801,23905,10,8.571428571428571,113,MIABRK,City of Miami - Brickell Route,3
12086006801,28822,18,45.0,56,MIACOCO,City of Miami - Coconut Grove Route,3
12086006801,30411,18,30.0,108,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086006801,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086006802,23905,31,8.571428571428571,339,MIABRK,City of Miami - Brickell Route,3
12086006802,23906,1,13.846153846153847,13,MIACOR,City of Miami - Coral Way Route,3
12086006802,28822,5,60.0,15,MIACOCO,City of Miami - Coconut Grove Route,3
12086006802,30404,15,15.0,101,12,NORTHSIDE - MERCY HOSP.,3
12086006802,30408,1,15.0,12,17,163 ST TERM-VIZ VIA 17 AV,3
12086006802,30411,6,30.0,36,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086006802,30412,1,12.0,15,24,CORAL WAY LIMITED,3
12086006802,30414,5,10.0,79,26,BRICKELL STATION-KEY BISCAYNE,3
12086006802,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086006901,23906,8,22.5,56,MIACOR,City of Miami - Coral Way Route,3
12086006901,28822,4,45.0,12,MIACOCO,City of Miami - Coconut Grove Route,3
12086006901,30411,12,30.0,72,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086006901,30412,4,20.0,29,24,CORAL WAY LIMITED,3
12086006901,30415,8,15.0,88,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086006901,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086006902,23906,11,22.5,78,MIACOR,City of Miami - Coral Way Route,3
12086006902,30404,3,30.0,18,12,NORTHSIDE - MERCY HOSP.,3
12086006902,30408,6,22.5,39,17,163 ST TERM-VIZ VIA 17 AV,3
12086006902,30411,10,30.0,60,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086006902,30412,6,20.0,45,24,CORAL WAY LIMITED,3
12086007003,23906,8,22.5,56,MIACOR,City of Miami - Coral Way Route,3
12086007003,30412,4,22.5,28,24,CORAL WAY LIMITED,3
12086007003,30415,6,15.0,66,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086007004,23906,7,22.5,48,MIACOR,City of Miami - Coral Way Route,3
12086007004,30412,6,20.0,45,24,CORAL WAY LIMITED,3
12086007004,30419,7,15.0,80,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007005,28822,5,30.0,18,MIACOCO,City of Miami - Coconut Grove Route,3
12086007005,30411,3,15.0,24,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086007005,30415,3,8.181818181818182,44,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086007005,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086007006,28822,4,60.0,12,MIACOCO,City of Miami - Coconut Grove Route,3
12086007006,30419,6,15.0,69,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007007,23891,12,5.294117647058823,227,CGABLE,City of Coral Gables Trolley,3
12086007007,28809,2,12.0,23,CGABGA,City of Coral Gables Grand Avenue,3
12086007007,28822,9,30.0,30,MIACOCO,City of Miami - Coconut Grove Route,3
12086007007,30419,9,7.826086956521739,103,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007007,30420,4,16.363636363636363,27,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007007,30421,4,25.714285714285715,17,42,DGLS RD-OPALOCKA TRI-RAIL,3
12086007007,30445,2,60.0,6,136,DOUGLAS RD-OLD CUTLER-SW 136 ST,3
12086007007,30979,2,5.142857142857143,70,2600,REGULAR METRORAIL SERVICE,2
12086007101,23891,1,5.294117647058823,34,CGABLE,City of Coral Gables Trolley,3
12086007101,28809,4,12.0,39,CGABGA,City of Coral Gables Grand Avenue,3
12086007101,28822,23,30.0,69,MIACOCO,City of Miami - Coconut Grove Route,3
12086007101,30419,4,7.826086956521739,40,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007101,30420,1,16.363636363636363,11,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007101,30421,1,25.714285714285715,7,42,DGLS RD-OPALOCKA TRI-RAIL,3
12086007101,30445,3,60.0,9,136,DOUGLAS RD-OLD CUTLER-SW 136 ST,3
12086007101,30979,2,5.142857142857143,70,2600,REGULAR METRORAIL SERVICE,2
12086007103,28822,14,60.0,41,MIACOCO,City of Miami - Coconut Grove Route,3
12086007103,30411,1,30.0,6,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086007104,28822,14,30.0,44,MIACOCO,City of Miami - Coconut Grove Route,3
12086007104,30411,9,15.0,60,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086007104,30415,1,8.181818181818182,22,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086007104,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086007200,23891,1,5.294117647058823,34,CGABLE,City of Coral Gables Trolley,3
12086007200,28809,8,12.0,70,CGABGA,City of Coral Gables Grand Avenue,3
12086007200,28822,23,30.0,72,MIACOCO,City of Miami - Coconut Grove Route,3
12086007200,30419,9,7.826086956521739,70,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007200,30420,1,16.363636363636363,11,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007200,30421,1,25.714285714285715,7,42,DGLS RD-OPALOCKA TRI-RAIL,3
12086007200,30425,1,60.0,3,57,AIRPORT-GABLES-CHILD HOSP-UNIV STAT,3
12086007200,30445,8,60.0,24,136,DOUGLAS RD-OLD CUTLER-SW 136 ST,3
12086007200,30979,2,5.142857142857143,70,2600,REGULAR METRORAIL SERVICE,2
12086007300,28822,5,60.0,15,MIACOCO,City of Miami - Coconut Grove Route,3
12086007300,30419,14,30.0,84,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007300,30445,5,60.0,15,136,DOUGLAS RD-OLD CUTLER-SW 136 ST,3
12086007401,30424,1,60.0,3,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007401,30425,3,60.0,9,57,AIRPORT-GABLES-CHILD HOSP-UNIV STAT,3
12086007401,30445,6,60.0,18,136,DOUGLAS RD-OLD CUTLER-SW 136 ST,3
12086007402,23891,15,9.473684210526315,262,CGABLE,City of Coral Gables Trolley,3
12086007402,30419,2,15.0,23,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007402,30420,10,30.0,55,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007402,30421,10,45.0,35,42,DGLS RD-OPALOCKA TRI-RAIL,3
12086007402,30425,12,60.0,36,57,AIRPORT-GABLES-CHILD HOSP-UNIV STAT,3
12086007403,23891,6,5.294117647058823,123,CGABLE,City of Coral Gables Trolley,3
12086007403,28809,4,12.0,37,CGABGA,City of Coral Gables Grand Avenue,3
12086007403,28822,1,30.0,6,MIACOCO,City of Miami - Coconut Grove Route,3
12086007403,30419,1,7.826086956521739,23,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007403,30420,12,16.363636363636363,71,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007403,30421,8,25.714285714285715,31,42,DGLS RD-OPALOCKA TRI-RAIL,3
12086007403,30424,3,60.0,9,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007403,30425,19,60.0,57,57,AIRPORT-GABLES-CHILD HOSP-UNIV STAT,3
12086007403,30445,3,60.0,9,136,DOUGLAS RD-OLD CUTLER-SW 136 ST,3
12086007403,30979,2,5.142857142857143,70,2600,REGULAR METRORAIL SERVICE,2
12086007501,30420,8,30.0,44,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007501,30424,7,60.0,21,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007501,30425,10,60.0,30,57,AIRPORT-GABLES-CHILD HOSP-UNIV STAT,3
12086007503,30424,2,30.0,9,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007503,30425,4,30.0,15,57,AIRPORT-GABLES-CHILD HOSP-UNIV STAT,3
12086007503,30979,2,5.142857142857143,70,2600,REGULAR METRORAIL SERVICE,2
12086007601,30420,4,30.0,22,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007601,30424,5,60.0,15,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007603,30419,10,15.0,66,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007603,30424,5,60.0,15,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007603,30428,5,15.0,36,72,W KENDALL-SOUTH MIAMI VIA 72 ST,3
12086007603,30429,7,20.0,33,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007603,30979,2,5.0,72,2600,REGULAR METRORAIL SERVICE,2
12086007605,30420,5,30.0,27,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007605,30424,6,60.0,18,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007605,30428,3,30.0,18,72,W KENDALL-SOUTH MIAMI VIA 72 ST,3
12086007605,30429,23,45.0,92,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007607,30420,6,30.0,33,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007607,30424,6,60.0,18,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007607,30429,14,45.0,56,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007608,30419,2,30.0,12,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007608,30424,6,60.0,18,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007608,30428,7,30.0,42,72,W KENDALL-SOUTH MIAMI VIA 72 ST,3
12086007608,30429,15,45.0,60,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007609,30428,3,30.0,18,72,W KENDALL-SOUTH MIAMI VIA 72 ST,3
12086007609,30429,3,45.0,12,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007609,30433,3,30.0,16,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007609,30434,3,30.0,18,88,162 AVE TO DADELAND NORTH VIA 88 ST,3
12086007609,30440,2,13.846153846153847,19,104,HAMMOCKS-MDC-DADELAND NO.VIA 104 ST,3
12086007609,30452,1,11.25,16,204,HAMMOCKS-DADELAND NORTH VIA 104 ST,3
12086007609,30456,2,25.714285714285715,13,272,WEST KENDALL-DADELAND NO VIA 72 ST,3
12086007609,30459,2,30.0,11,288,W. KENDALL TO DADELAND N VIA 88  ST,3
12086007609,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086007610,30419,7,15.0,48,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007610,30428,8,15.0,54,72,W KENDALL-SOUTH MIAMI VIA 72 ST,3
12086007610,30429,21,20.0,90,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007610,30979,2,5.0,72,2600,REGULAR METRORAIL SERVICE,2
12086007704,30428,5,30.0,30,72,W KENDALL-SOUTH MIAMI VIA 72 ST,3
12086007704,30433,2,30.0,11,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007704,30434,2,30.0,12,88,162 AVE TO DADELAND NORTH VIA 88 ST,3
12086007704,30440,1,13.846153846153847,13,104,HAMMOCKS-MDC-DADELAND NO.VIA 104 ST,3
12086007704,30452,1,11.25,16,204,HAMMOCKS-DADELAND NORTH VIA 104 ST,3
12086007704,30456,2,25.714285714285715,13,272,WEST KENDALL-DADELAND NO VIA 72 ST,3
12086007704,30459,2,30.0,11,288,W. KENDALL TO DADELAND N VIA 88  ST,3
12086007704,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086007705,30428,12,30.0,72,72,W KENDALL-SOUTH MIAMI VIA 72 ST,3
12086007705,30433,19,30.0,104,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007705,30456,2,30.0,12,272,WEST KENDALL-DADELAND NO VIA 72 ST,3
12086007706,30420,5,30.0,29,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007706,30424,8,60.0,24,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007706,30428,9,30.0,54,72,W KENDALL-SOUTH MIAMI VIA 72 ST,3
12086007707,30420,11,30.0,66,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007707,30424,6,60.0,18,56,WEST DADE TO UNIV. STAT. VIA 56 ST,3
12086007707,30433,16,30.0,88,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007708,30412,7,20.0,57,24,CORAL WAY LIMITED,3
12086007708,30420,6,30.0,36,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007709,30412,7,20.0,57,24,CORAL WAY LIMITED,3
12086007709,30420,7,30.0,42,40,BIRD RD/152 AVE TO DOUGLAS RD STA,3
12086007709,30433,12,30.0,67,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007801,30429,15,36.0,67,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007805,30433,5,30.0,27,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007805,30434,8,30.0,48,88,162 AVE TO DADELAND NORTH VIA 88 ST,3
12086007805,30440,9,25.714285714285715,63,104,HAMMOCKS-MDC-DADELAND NO.VIA 104 ST,3
12086007805,30468,2,8.571428571428571,33,601,METRO EXPRESS,3
12086007805,30469,4,12.0,55,602,TRANSITWAY LOCAL,3
12086007806,30429,31,36.0,132,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007807,23924,1,30.0,6,PALPNR,Village of Palmetto Bay Park & Ride,3
12086007807,30429,2,45.0,8,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086007807,30433,2,30.0,11,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007807,30434,2,30.0,12,88,162 AVE TO DADELAND NORTH VIA 88 ST,3
12086007807,30440,2,25.714285714285715,13,104,HAMMOCKS-MDC-DADELAND NO.VIA 104 ST,3
12086007807,30468,3,5.625,65,601,METRO EXPRESS,3
12086007807,30469,5,6.428571428571429,83,602,TRANSITWAY LOCAL,3
12086007807,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086007808,23924,1,30.0,6,PALPNR,Village of Palmetto Bay Park & Ride,3
12086007808,30433,12,30.0,66,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007808,30434,11,30.0,66,88,162 AVE TO DADELAND NORTH VIA 88 ST,3
12086007808,30440,10,13.846153846153847,73,104,HAMMOCKS-MDC-DADELAND NO.VIA 104 ST,3
12086007808,30452,1,11.25,16,204,HAMMOCKS-DADELAND NORTH VIA 104 ST,3
12086007808,30456,2,25.714285714285715,13,272,WEST KENDALL-DADELAND NO VIA 72 ST,3
12086007808,30459,2,30.0,11,288,W. KENDALL TO DADELAND N VIA 88  ST,3
12086007808,30468,1,5.625,32,601,METRO EXPRESS,3
12086007808,30469,1,6.428571428571429,28,602,TRANSITWAY LOCAL,3
12086007808,30979,4,5.0,142,2600,REGULAR METRORAIL SERVICE,2
12086007809,30433,2,30.0,11,87,MEDLEY-DADELAND NORTH VIA 87 AVE,3
12086007809,30434,4,30.0,24,88,162 AVE TO DADELAND NORTH VIA 88 ST,3
12086007809,30440,4,25.714285714285715,28,104,HAMMOCKS-MDC-DADELAND NO.VIA 104 ST,3
12086007809,30468,2,8.571428571428571,33,601,METRO EXPRESS,3
12086007809,30469,2,12.0,28,602,TRANSITWAY LOCAL,3
12086007901,30419,13,30.0,77,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007901,30425,2,60.0,6,57,AIRPORT-GABLES-CHILD HOSP-UNIV STAT,3
12086007901,30445,1,60.0,3,136,DOUGLAS RD-OLD CUTLER-SW 136 ST,3
12086007902,30419,9,30.0,54,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086007902,30429,10,36.0,41,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086008000,30419,5,30.0,29,37,HIALEAH-SO.MIAMI VIA PALM/37 AVE,3
12086008101,30429,13,45.0,52,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086008102,30429,14,45.0,56,73,OKEECHOBEE-DADELAND SO-PALM BAY,3
12086008102,30468,2,8.571428571428571,33,601,METRO EXPRESS,3
12086008102,30469,10,11.25,139,602,TRANSITWAY LOCAL,3
